Trip,Date,,Latitude,Longitude,Miles
,,Stop,,,0.00
1808,,Start,,,
,,Stop,,,0.00
1809,,Start,,,
,,Stop,,,0.00
1810,,Start,,,
,,Stop,,,0.00
1811,,Start,,,
,,Stop,,,0.00
1812,,Start,,,
,,Stop,,,0.00
1813,,Start,,,
,,Stop,,,0.00
1814,,Start,,,
,,Stop,,,0.00
1815,,Start,,,
,,Stop,,,0.00
1816,,Start,,,
,,Stop,,,0.00
1817,,Start,,,
,,Stop,,,0.00
1818,,Start,,,
,,Stop,,,0.00
1819,,Start,,,
,,Stop,,,0.00
1820,,Start,,,
,,Stop,,,0.00
1821,,Start,,,
,,Stop,,,0.00
1822,,Start,,,
,,Stop,,,0.00
1823,,Start,,,
,,Stop,,,0.00
1824,,Start,,,
,,Stop,,,0.00
1825,,Start,,,
,,Stop,,,0.00
1826,,Start,,,
,,Stop,,,0.00
1827,,Start,,,
,,Stop,,,0.00
1828,,Start,,,
,,Stop,,,0.00
1829,,Start,,,
,,Stop,,,0.00
1830,,Start,,,
,,Stop,,,0.00
1831,,Start,,,
,,Stop,,,0.00
1832,,Start,,,
,,Stop,,,0.00
1833,,Start,,,
,,Stop,,,0.00
1834,,Start,,,
,,Stop,,,0.00
1835,,Start,,,
,,Stop,,,0.00
1836,,Start,,,
,,Stop,,,0.00
1837,,Start,,,
,,Stop,,,0.00
1838,,Start,,,
,,Stop,,,0.00
1839,,Start,,,
,,Stop,,,0.00
1840,,Start,,,
,,Stop,,,0.00
1841,,Start,,,
,,Stop,,,0.00
1842,,Start,,,
,,Stop,,,0.00
1843,,Start,,,
,,Stop,,,0.00
1844,,Start,,,
,,Stop,,,0.00
1845,,Start,,,
,,Stop,,,0.00
1846,,Start,,,
,,Stop,,,0.00
1847,,Start,,,
,,Stop,,,0.00
1848,,Start,,,
,,Stop,,,0.00
1849,,Start,,,
,,Stop,,,0.00
1850,,Start,,,
,,Stop,,,0.00
1851,,Start,,,
,,Stop,,,0.00
1852,,Start,,,
,,Stop,,,0.00
1853,,Start,,,
,,Stop,,,0.00
1854,,Start,,,
,,Stop,,,0.00
1855,,Start,,,
,,Stop,,,0.00
1856,,Start,,,
,,Stop,,,0.00
1857,,Start,,,
,,Stop,,,0.00
1858,,Start,,,
,,Stop,,,0.00
1859,,Start,,,
,,Stop,,,0.00
1860,,Start,,,
,,Stop,,,0.00
1861,,Start,,,
,,Stop,,,0.00
1862,,Start,,,
,,Stop,,,0.00
1863,,Start,,,
,,Stop,,,0.00
1864,,Start,,,
,,Stop,,,0.00
1865,,Start,,,
,,Stop,,,0.00
1866,,Start,,,
,,Stop,,,0.00
1867,,Start,,,
,,Stop,,,0.00
1868,,Start,,,
,,Stop,,,0.00
1869,,Start,,,
,,Stop,,,0.00
1870,,Start,,,
,,Stop,,,0.00
1871,,Start,,,
,,Stop,,,0.00
1872,,Start,,,
,,Stop,,,0.00
1873,,Start,,,
,,Stop,,,0.00
1874,,Start,,,
,,Stop,,,0.00
1875,,Start,,,
,,Stop,,,0.00
1876,,Start,,,
,,Stop,,,0.00
1877,,Start,,,
,,Stop,,,0.00
1878,,Start,,,
,,Stop,,,0.00
1879,,Start,,,
,,Stop,,,0.00
1880,,Start,,,
,,Stop,,,0.00
1881,,Start,,,
,,Stop,,,0.00
1882,,Start,,,
,,Stop,,,0.00
1883,,Start,,,
,,Stop,,,0.00
1884,,Start,,,
,,Stop,,,0.00
1885,,Start,,,
,,Stop,,,0.00
1886,,Start,,,
,,Stop,,,0.00
1887,,Start,,,
,,Stop,,,0.00
1888,,Start,,,
,,Stop,,,0.00
1889,,Start,,,
,,Stop,,,0.00
1890,,Start,,,
,,Stop,,,0.00
1891,,Start,,,
,,Stop,,,0.00
1892,,Start,,,
,,Stop,,,0.00
1893,,Start,,,
,,Stop,,,0.00
1894,,Start,,,
,,Stop,,,0.00
1895,,Start,,,
,,Stop,,,0.00
1896,,Start,,,
,,Stop,,,0.00
1897,,Start,,,
,,Stop,,,0.00
1898,,Start,,,
,,Stop,,,0.00
1899,,Start,,,
,,Stop,,,0.00
1900,,Start,,,
,,Stop,,,0.00
1901,,Start,,,
,,Stop,,,0.00
1902,,Start,,,
,,Stop,,,0.00
1903,,Start,,,
,,Stop,,,0.00
1904,,Start,,,
,,Stop,,,0.00
1905,,Start,,,
,,Stop,,,0.00
1906,,Start,,,
,,Stop,,,0.00
1907,,Start,,,
,,Stop,,,0.00
1908,,Start,,,
,,Stop,,,0.00
1909,,Start,,,
,,Stop,,,0.00
1910,,Start,,,
,,Stop,,,0.00
1911,,Start,,,
,,Stop,,,0.00
1912,,Start,,,
,,Stop,,,0.00
1913,,Start,,,
,,Stop,,,0.00
1914,,Start,,,
,,Stop,,,0.00
1915,,Start,,,
,,Stop,,,0.00
1916,,Start,,,
,,Stop,,,0.00
1917,,Start,,,
,,Stop,,,0.00
1918,,Start,,,
,,Stop,,,0.00
1919,,Start,,,
,,Stop,,,0.00
1920,,Start,,,
,,Stop,,,0.00
1921,,Start,,,
,,Stop,,,0.00
1922,,Start,,,
,,Stop,,,0.00
1923,,Start,,,
,,Stop,,,0.00
1924,,Start,,,
,,Stop,,,0.00
1925,,Start,,,
,,Stop,,,0.00
1926,,Start,,,
,,Stop,,,0.00
1927,,Start,,,
,,Stop,,,0.00
1928,,Start,,,
,,Stop,,,0.00
1929,,Start,,,
,,Stop,,,0.00
1930,,Start,,,
,,Stop,,,0.00
1931,,Start,,,
,,Stop,,,0.00
1932,,Start,,,
,,Stop,,,0.00
1933,,Start,,,
,,Stop,,,0.00
1934,,Start,,,
,,Stop,,,0.00
1935,,Start,,,
,,Stop,,,0.00
1936,,Start,,,
,,Stop,,,0.00
1937,,Start,,,
,,Stop,,,0.00
1938,,Start,,,
,,Stop,,,0.00
1939,,Start,,,
,,Stop,,,0.00
1940,,Start,,,
,,Stop,,,0.00
1941,,Start,,,
,,Stop,,,0.00
1942,,Start,,,
,,Stop,,,0.00
1943,,Start,,,
,,Stop,,,0.00
1944,,Start,,,
,,Stop,,,0.00
1945,,Start,,,
,,Stop,,,0.00
1946,,Start,,,
,,Stop,,,0.00
1947,,Start,,,
,,Stop,,,0.00
1948,,Start,,,
,,Stop,,,0.00
1949,,Start,,,
,,Stop,,,0.00
1950,,Start,,,
,,Stop,,,0.00
1951,,Start,,,
,,Stop,,,0.00
1952,,Start,,,
,,Stop,,,0.00
1953,,Start,,,
,,Stop,,,0.00
1954,,Start,,,
,,Stop,,,0.00
1955,,Start,,,
,,Stop,,,0.00
1956,,Start,,,
,,Stop,,,0.00
1957,,Start,,,
,,Stop,,,0.00
1958,,Start,,,
,,Stop,,,0.00
1959,,Start,,,
,,Stop,,,0.00
1960,,Start,,,
,,Stop,,,0.00
1961,,Start,,,
,,Stop,,,0.00
1962,,Start,,,
,,Stop,,,0.00
1963,,Start,,,
,,Stop,,,0.00
1964,,Start,,,
,,Stop,,,0.00
1965,,Start,,,
,,Stop,,,0.00
1966,,Start,,,
,,Stop,,,0.00
1967,,Start,,,
,,Stop,,,0.00
1968,,Start,,,
,,Stop,,,0.00
1969,,Start,,,
,,Stop,,,0.00
1970,,Start,,,
,,Stop,,,0.00
1971,,Start,,,
,,Stop,,,0.00
1972,,Start,,,
,,Stop,,,0.00
1973,,Start,,,
,,Stop,,,0.00
1974,,Start,,,
,,Stop,,,0.00
1975,,Start,,,
,,Stop,,,0.00
1976,,Start,,,
,,Stop,,,0.00
1977,,Start,,,
,,Stop,,,0.00
1978,,Start,,,
,,Stop,,,0.00
1979,,Start,,,
,,Stop,,,0.00
1980,,Start,,,
,,Stop,,,0.00
1981,,Start,,,
,,Stop,,,0.00
1982,,Start,,,
,,Stop,,,0.00
1983,,Start,,,
,,Stop,,,0.00
1984,,Start,,,
,,Stop,,,0.00
1985,,Start,,,
,,Stop,,,0.00
1986,,Start,,,
,,Stop,,,0.00
1987,,Start,,,
,,Stop,,,0.00
1988,,Start,,,
,,Stop,,,0.00
1989,,Start,,,
,,Stop,,,0.00
1990,,Start,,,
,,Stop,,,0.00
1991,,Start,,,
,,Stop,,,0.00
1992,,Start,,,
,,Stop,,,0.00
1993,,Start,,,
,,Stop,,,0.00
1994,,Start,,,
,,Stop,,,0.00
1995,,Start,,,
,,Stop,,,0.00
1996,,Start,,,
,,Stop,,,0.00
1997,,Start,,,
,,Stop,,,0.00
1998,,Start,,,
,,Stop,,,0.00
1999,,Start,,,
,,Stop,,,0.00
2000,,Start,,,
,,Stop,,,0.00
2001,,Start,,,
,,Stop,,,0.00
2002,,Start,,,
,,Stop,,,0.00
2003,,Start,,,
,,Stop,,,0.00
2004,,Start,,,
,,Stop,,,0.00
2005,,Start,,,
,,Stop,,,0.00
2006,,Start,,,
,,Stop,,,0.00
2007,,Start,,,
,,Stop,,,0.00
2008,,Start,,,
,,Stop,,,0.00
2009,,Start,,,
,,Stop,,,0.00
2010,,Start,,,
,,Stop,,,0.00
2011,,Start,,,
,,Stop,,,0.00
2012,,Start,,,
,,Stop,,,0.00
2013,,Start,,,
,,Stop,,,0.00
2014,,Start,,,
,,Stop,,,0.00
2015,,Start,,,
,,Stop,,,0.00
2016,,Start,,,
,,Stop,,,0.00
2017,,Start,,,
,,Stop,,,0.00
2018,,Start,,,
,,Stop,,,0.00
2019,,Start,,,
,,Stop,,,0.00
2020,,Start,,,
,,Stop,,,0.00
2021,,Start,,,
,,Stop,,,0.00
2022,,Start,,,
,,Stop,,,0.00
2023,,Start,,,
,,Stop,,,0.00
2024,,Start,,,
,,Stop,,,0.00
2025,,Start,,,
,,Stop,,,0.00
2026,,Start,,,
,,Stop,,,0.00
2027,,Start,,,
,,Stop,,,0.00
2028,,Start,,,
,,Stop,,,0.00
2029,,Start,,,
,,Stop,,,0.00
2030,,Start,,,
,,Stop,,,0.00
2031,,Start,,,
,,Stop,,,0.00
2032,,Start,,,
,,Stop,,,0.00
2033,,Start,,,
,,Stop,,,0.00
2034,,Start,,,
,,Stop,,,0.00
2035,,Start,,,
,,Stop,,,0.00
2036,,Start,,,
,,Stop,,,0.00
2037,,Start,,,
,,Stop,,,0.00
2038,,Start,,,
,,Stop,,,0.00
2039,,Start,,,
,,Stop,,,0.00
2040,,Start,,,
,,Stop,,,0.00
2041,,Start,,,
,,Stop,,,0.00
2042,,Start,,,
,,Stop,,,0.00
2043,,Start,,,
,,Stop,,,0.00
2044,,Start,,,
,,Stop,,,0.00
2045,,Start,,,
,,Stop,,,0.00
2046,,Start,,,
,,Stop,,,0.00
2047,,Start,,,
,,Stop,,,0.00
2048,,Start,,,
,,Stop,,,0.00
2049,,Start,,,
,,Stop,,,0.00
2050,,Start,,,
,,Stop,,,0.00
2051,,Start,,,
,,Stop,,,0.00
2052,,Start,,,
,,Stop,,,0.00
2053,,Start,,,
,,Stop,,,0.00
2054,,Start,,,
,,Stop,,,0.00
2055,,Start,,,
,,Stop,,,0.00
2056,,Start,,,
,,Stop,,,0.00
2057,,Start,,,
,,Stop,,,0.00
2058,,Start,,,
,,Stop,,,0.00
2059,,Start,,,
,,Stop,,,0.00
2060,,Start,,,
,,Stop,,,0.00
2061,,Start,,,
,,Stop,,,0.00
2062,,Start,,,
,,Stop,,,0.00
2063,,Start,,,
,,Stop,,,0.00
2064,,Start,,,
,,Stop,,,0.00
2065,,Start,,,
,,Stop,,,0.00
2066,,Start,,,
,,Stop,,,0.00
2067,,Start,,,
,,Stop,,,0.00
2068,,Start,,,
,,Stop,,,0.00
2069,,Start,,,
,,Stop,,,0.00
2070,,Start,,,
,,Stop,,,0.00
2071,,Start,,,
,,Stop,,,0.00
2072,,Start,,,
,,Stop,,,0.00
2073,,Start,,,
,,Stop,,,0.00
2074,,Start,,,
,,Stop,,,0.00
2075,,Start,,,
,,Stop,,,0.00
2076,,Start,,,
,,Stop,,,0.00
2077,,Start,,,
,,Stop,,,0.00
2078,,Start,,,
,,Stop,,,0.00
2079,,Start,,,
,,Stop,,,0.00
2080,,Start,,,
,,Stop,,,0.00
2081,,Start,,,
,,Stop,,,0.00
2082,,Start,,,
,,Stop,,,0.00
2083,,Start,,,
,,Stop,,,0.00
2084,,Start,,,
,,Stop,,,0.00
2085,,Start,,,
,,Stop,,,0.00
2086,,Start,,,
,,Stop,,,0.00
2087,,Start,,,
,,Stop,,,0.00
2088,,Start,,,
,,Stop,,,0.00
2089,,Start,,,
,,Stop,,,0.00
2090,,Start,,,
,,Stop,,,0.00
2091,,Start,,,
,,Stop,,,0.00
2092,,Start,,,
,,Stop,,,0.00
2093,,Start,,,
,,Stop,,,0.00
2094,,Start,,,
,,Stop,,,0.00
2095,,Start,,,
,,Stop,,,0.00
2096,,Start,,,
,,Stop,,,0.00
2097,,Start,,,
,,Stop,,,0.00
2098,,Start,,,
,,Stop,,,0.00
2099,,Start,,,
,,Stop,,,0.00
2100,,Start,,,
,,Stop,,,0.00
2101,,Start,,,
,,Stop,,,0.00
2102,,Start,,,
,,Stop,,,0.00
2103,,Start,,,
,,Stop,,,0.00
2104,,Start,,,
,,Stop,,,0.00
2105,,Start,,,
,,Stop,,,0.00
2106,,Start,,,
,,Stop,,,0.00
2107,,Start,,,
,,Stop,,,0.00
2108,,Start,,,
,,Stop,,,0.00
2109,,Start,,,
,,Stop,,,0.00
2110,,Start,,,
,,Stop,,,0.00
2111,,Start,,,
,,Stop,,,0.00
2112,,Start,,,
,,Stop,,,0.00
2113,,Start,,,
,,Stop,,,0.00
2114,,Start,,,
,,Stop,,,0.00
2115,,Start,,,
,,Stop,,,0.00
2116,,Start,,,
,,Stop,,,0.00
2117,,Start,,,
,,Stop,,,0.00
2118,,Start,,,
,,Stop,,,0.00
2119,,Start,,,
,,Stop,,,0.00
2120,,Start,,,
,,Stop,,,0.00
2121,,Start,,,
,,Stop,,,0.00
2122,,Start,,,
,,Stop,,,0.00
2123,,Start,,,
,,Stop,,,0.00
2124,,Start,,,
,,Stop,,,0.00
2125,,Start,,,
,,Stop,,,0.00
2126,,Start,,,
,,Stop,,,0.00
2127,,Start,,,
,,Stop,,,0.00
2128,,Start,,,
,,Stop,,,0.00
2129,,Start,,,
,,Stop,,,0.00
2130,,Start,,,
,,Stop,,,0.00
2131,,Start,,,
,,Stop,,,0.00
2132,,Start,,,
,,Stop,,,0.00
2133,,Start,,,
,,Stop,,,0.00
2134,,Start,,,
,,Stop,,,0.00
2135,,Start,,,
,,Stop,,,0.00
2136,,Start,,,
,,Stop,,,0.00
2137,,Start,,,
,,Stop,,,0.00
2138,,Start,,,
,,Stop,,,0.00
2139,,Start,,,
,,Stop,,,0.00
2140,,Start,,,
,,Stop,,,0.00
2141,,Start,,,
,,Stop,,,0.00
2142,,Start,,,
,,Stop,,,0.00
2143,,Start,,,
,,Stop,,,0.00
2144,,Start,,,
,,Stop,,,0.00
2145,,Start,,,
,,Stop,,,0.00
2146,,Start,,,
,,Stop,,,0.00
2147,,Start,,,
,,Stop,,,0.00
2148,,Start,,,
,,Stop,,,0.00
2149,,Start,,,
,,Stop,,,0.00
2150,,Start,,,
,,Stop,,,0.00
2151,,Start,,,
,,Stop,,,0.00
2152,,Start,,,
,,Stop,,,0.00
2153,,Start,,,
,,Stop,,,0.00
2154,,Start,,,
,,Stop,,,0.00
2155,,Start,,,
,,Stop,,,0.00
2156,,Start,,,
,,Stop,,,0.00
2157,,Start,,,
,,Stop,,,0.00
2158,,Start,,,
,,Stop,,,0.00
2159,,Start,,,
,,Stop,,,0.00
2160,,Start,,,
,,Stop,,,0.00
2161,,Start,,,
,,Stop,,,0.00
2162,,Start,,,
,,Stop,,,0.00
2163,,Start,,,
,,Stop,,,0.00
2164,,Start,,,
,,Stop,,,0.00
2165,,Start,,,
,,Stop,,,0.00
2166,,Start,,,
,,Stop,,,0.00
2167,,Start,,,
,,Stop,,,0.00
2168,,Start,,,
,,Stop,,,0.00
2169,,Start,,,
,,Stop,,,0.00
2170,,Start,,,
,,Stop,,,0.00
2171,,Start,,,
,,Stop,,,0.00
2172,,Start,,,
,,Stop,,,0.00
2173,,Start,,,
,,Stop,,,0.00
2174,,Start,,,
,,Stop,,,0.00
2175,,Start,,,
,,Stop,,,0.00
2176,,Start,,,
,,Stop,,,0.00
2177,,Start,,,
,,Stop,,,0.00
2178,,Start,,,
,,Stop,,,0.00
2179,,Start,,,
,,Stop,,,0.00
2180,,Start,,,
,,Stop,,,0.00
2181,,Start,,,
,,Stop,,,0.00
2182,,Start,,,
,,Stop,,,0.00
2183,,Start,,,
,,Stop,,,0.00
2184,,Start,,,
,,Stop,,,0.00
2185,,Start,,,
,,Stop,,,0.00
2186,,Start,,,
,,Stop,,,0.00
2187,,Start,,,
,,Stop,,,0.00
2188,,Start,,,
,,Stop,,,0.00
2189,,Start,,,
,,Stop,,,0.00
2190,,Start,,,
,,Stop,,,0.00
2191,,Start,,,
,,Stop,,,0.00
2192,,Start,,,
,,Stop,,,0.00
2193,,Start,,,
,,Stop,,,0.00
2194,,Start,,,
,,Stop,,,0.00
2195,,Start,,,
,,Stop,,,0.00
2196,,Start,,,
,,Stop,,,0.00
2197,,Start,,,
,,Stop,,,0.00
2198,,Start,,,
,,Stop,,,0.00
2199,,Start,,,
,,Stop,,,0.00
2200,,Start,,,
,,Stop,,,0.00
2201,,Start,,,
,,Stop,,,0.00
2202,,Start,,,
,,Stop,,,0.00
2203,,Start,,,
,,Stop,,,0.00
2204,,Start,,,
,,Stop,,,0.00
2205,,Start,,,
,,Stop,,,0.00
2206,,Start,,,
,,Stop,,,0.00
2207,,Start,,,
,,Stop,,,0.00
2208,,Start,,,
,,Stop,,,0.00
2209,,Start,,,
,,Stop,,,0.00
2210,,Start,,,
,,Stop,,,0.00
2211,,Start,,,
,,Stop,,,0.00
2212,,Start,,,
,,Stop,,,0.00
2213,,Start,,,
,,Stop,,,0.00
2214,,Start,,,
,,Stop,,,0.00
2215,,Start,,,
,,Stop,,,0.00
2216,,Start,,,
,,Stop,,,0.00
2217,,Start,,,
,,Stop,,,0.00
2218,,Start,,,
,,Stop,,,0.00
2219,,Start,,,
,,Stop,,,0.00
2220,,Start,,,
,,Stop,,,0.00
2221,,Start,,,
,,Stop,,,0.00
2222,,Start,,,
,,Stop,,,0.00
2223,,Start,,,
,,Stop,,,0.00
2224,,Start,,,
,,Stop,,,0.00
2225,,Start,,,
,,Stop,,,0.00
2226,,Start,,,
,,Stop,,,0.00
2227,,Start,,,
,,Stop,,,0.00
2228,,Start,,,
,,Stop,,,0.00
2229,,Start,,,
,,Stop,,,0.00
2230,,Start,,,
,,Stop,,,0.00
2231,,Start,,,
,,Stop,,,0.00
2232,,Start,,,
,,Stop,,,0.00
2233,,Start,,,
,,Stop,,,0.00
2234,,Start,,,
,,Stop,,,0.00
2235,,Start,,,
,,Stop,,,0.00
2236,,Start,,,
,,Stop,,,0.00
2237,,Start,,,
,,Stop,,,0.00
2238,,Start,,,
,,Stop,,,0.00
2239,,Start,,,
,,Stop,,,0.00
2240,,Start,,,
,,Stop,,,0.00
2241,,Start,,,
,,Stop,,,0.00
2242,,Start,,,
,,Stop,,,0.00
2243,,Start,,,
,,Stop,,,0.00
2244,,Start,,,
,,Stop,,,0.00
2245,,Start,,,
,,Stop,,,0.00
2246,,Start,,,
,,Stop,,,0.00
2247,,Start,,,
,,Stop,,,0.00
2248,,Start,,,
,,Stop,,,0.00
2249,,Start,,,
,,Stop,,,0.00
2250,,Start,,,
,,Stop,,,0.00
2251,,Start,,,
,,Stop,,,0.00
2252,,Start,,,
,,Stop,,,0.00
2253,,Start,,,
,,Stop,,,0.00
2254,,Start,,,
,,Stop,,,0.00
2255,,Start,,,
,,Stop,,,0.00
2256,,Start,,,
,,Stop,,,0.00
2257,,Start,,,
,,Stop,,,0.00
2258,,Start,,,
,,Stop,,,0.00
2259,,Start,,,
,,Stop,,,0.00
2260,,Start,,,
,,Stop,,,0.00
2261,,Start,,,
,,Stop,,,0.00
2262,,Start,,,
,,Stop,,,0.00
2263,,Start,,,
,,Stop,,,0.00
2264,,Start,,,
,,Stop,,,0.00
2265,,Start,,,
,,Stop,,,0.00
2266,,Start,,,
,,Stop,,,0.00
2267,,Start,,,
,,Stop,,,0.00
2268,,Start,,,
,,Stop,,,0.00
2269,,Start,,,
,,Stop,,,0.00
2270,,Start,,,
,,Stop,,,0.00
2271,,Start,,,
,,Stop,,,0.00
2272,,Start,,,
,,Stop,,,0.00
2273,,Start,,,
,,Stop,,,0.00
2274,,Start,,,
,,Stop,,,0.00
2275,,Start,,,
,,Stop,,,0.00
2276,,Start,,,
,,Stop,,,0.00
2277,,Start,,,
,,Stop,,,0.00
2278,,Start,,,
,,Stop,,,0.00
2279,,Start,,,
,,Stop,,,0.00
2280,,Start,,,
,,Stop,,,0.00
2281,,Start,,,
,,Stop,,,0.00
2282,,Start,,,
,,Stop,,,0.00
2283,,Start,,,
,,Stop,,,0.00
2284,,Start,,,
,,Stop,,,0.00
2285,,Start,,,
,,Stop,,,0.00
2286,,Start,,,
,,Stop,,,0.00
2287,,Start,,,
,,Stop,,,0.00
2288,,Start,,,
,,Stop,,,0.00
2289,,Start,,,
,,Stop,,,0.00
2290,,Start,,,
,,Stop,,,0.00
2291,,Start,,,
,,Stop,,,0.00
2292,,Start,,,
,,Stop,,,0.00
2293,,Start,,,
,,Stop,,,0.00
2294,,Start,,,
,,Stop,,,0.00
2295,,Start,,,
,,Stop,,,0.00
2296,,Start,,,
,,Stop,,,0.00
2297,,Start,,,
,,Stop,,,0.00
2298,,Start,,,
,,Stop,,,0.00
2299,,Start,,,
,,Stop,,,0.00
2300,,Start,,,
,,Stop,,,0.00
2301,,Start,,,
,,Stop,,,0.00
2302,,Start,,,
,,Stop,,,0.00
2303,,Start,,,
,,Stop,,,0.00
2304,,Start,,,
,,Stop,,,0.00
2305,,Start,,,
,,Stop,,,0.00
2306,,Start,,,
,,Stop,,,0.00
2307,,Start,,,
,,Stop,,,0.00
2308,,Start,,,
,,Stop,,,0.00
2309,,Start,,,
,,Stop,,,0.00
2310,,Start,,,
,,Stop,,,0.00
2311,,Start,,,
,,Stop,,,0.00
2312,,Start,,,
,,Stop,,,0.00
2313,,Start,,,
,,Stop,,,0.00
2314,,Start,,,
,,Stop,,,0.00
2315,,Start,,,
,,Stop,,,0.00
2316,,Start,,,
,,Stop,,,0.00
2317,,Start,,,
,,Stop,,,0.00
2318,,Start,,,
,,Stop,,,0.00
2319,,Start,,,
,,Stop,,,0.00
2320,,Start,,,
,,Stop,,,0.00
2321,,Start,,,
,,Stop,,,0.00
2322,,Start,,,
,,Stop,,,0.00
2323,,Start,,,
,,Stop,,,0.00
2324,,Start,,,
,,Stop,,,0.00
2325,,Start,,,
,,Stop,,,0.00
2326,,Start,,,
,,Stop,,,0.00
2327,,Start,,,
,,Stop,,,0.00
2328,,Start,,,
,,Stop,,,0.00
2329,,Start,,,
,,Stop,,,0.00
2330,,Start,,,
,,Stop,,,0.00
2331,,Start,,,
,,Stop,,,0.00
2332,,Start,,,
,,Stop,,,0.00
2333,,Start,,,
,,Stop,,,0.00
2334,,Start,,,
,,Stop,,,0.00
2335,,Start,,,
,,Stop,,,0.00
2336,,Start,,,
,,Stop,,,0.00
2337,,Start,,,
,,Stop,,,0.00
2338,,Start,,,
,,Stop,,,0.00
2339,,Start,,,
,,Stop,,,0.00
2340,,Start,,,
,,Stop,,,0.00
2341,,Start,,,
,,Stop,,,0.00
2342,,Start,,,
,,Stop,,,0.00
2343,,Start,,,
,,Stop,,,0.00
2344,,Start,,,
,,Stop,,,0.00
2345,,Start,,,
,,Stop,,,0.00
2346,,Start,,,
,,Stop,,,0.00
2347,,Start,,,
,,Stop,,,0.00
2348,,Start,,,
,,Stop,,,0.00
2349,,Start,,,
,,Stop,,,0.00
2350,,Start,,,
,,Stop,,,0.00
2351,,Start,,,
,,Stop,,,0.00
2352,,Start,,,
,,Stop,,,0.00
2353,,Start,,,
,,Stop,,,0.00
2354,,Start,,,
,,Stop,,,0.00
2355,,Start,,,
,,Stop,,,0.00
2356,,Start,,,
,,Stop,,,0.00
2357,,Start,,,
,,Stop,,,0.00
2358,,Start,,,
,,Stop,,,0.00
2359,,Start,,,
,,Stop,,,0.00
2360,,Start,,,
,,Stop,,,0.00
2361,,Start,,,
,,Stop,,,0.00
2362,,Start,,,
,,Stop,,,0.00
2363,,Start,,,
,,Stop,,,0.00
2364,,Start,,,
,,Stop,,,0.00
2365,,Start,,,
,,Stop,,,0.00
2366,,Start,,,
,,Stop,,,0.00
2367,,Start,,,
,,Stop,,,0.00
2368,,Start,,,
,,Stop,,,0.00
2369,,Start,,,
,,Stop,,,0.00
2370,,Start,,,
,,Stop,,,0.00
2371,,Start,,,
,,Stop,,,0.00
2372,,Start,,,
,,Stop,,,0.00
2373,,Start,,,
,,Stop,,,0.00
2374,,Start,,,
,,Stop,,,0.00
2375,,Start,,,
,,Stop,,,0.00
2376,,Start,,,
,,Stop,,,0.00
2377,,Start,,,
,,Stop,,,0.00
2378,,Start,,,
,,Stop,,,0.00
2379,,Start,,,
,,Stop,,,0.00
2380,,Start,,,
,,Stop,,,0.00
2381,,Start,,,
,,Stop,,,0.00
2382,,Start,,,
,,Stop,,,0.00
2383,,Start,,,
,,Stop,,,0.00
2384,,Start,,,
,,Stop,,,0.00
2385,,Start,,,
,,Stop,,,0.00
2386,,Start,,,
,,Stop,,,0.00
2387,,Start,,,
,,Stop,,,0.00
2388,,Start,,,
,,Stop,,,0.00
2389,,Start,,,
,,Stop,,,0.00
2390,,Start,,,
,,Stop,,,0.00
2391,,Start,,,
,,Stop,,,0.00
2392,,Start,,,
,,Stop,,,0.00
2393,,Start,,,
,,Stop,,,0.00
2394,,Start,,,
,,Stop,,,0.00
2395,,Start,,,
,,Stop,,,0.00
2396,,Start,,,
,,Stop,,,0.00
2397,,Start,,,
,,Stop,,,0.00
2398,,Start,,,
,,Stop,,,0.00
2399,,Start,,,
,,Stop,,,0.00
2400,,Start,,,
,,Stop,,,0.00
2401,,Start,,,
,,Stop,,,0.00
2402,,Start,,,
,,Stop,,,0.00
2403,,Start,,,
,,Stop,,,0.00
2404,,Start,,,
,,Stop,,,0.00
2405,,Start,,,
,,Stop,,,0.00
2406,,Start,,,
,,Stop,,,0.00
2407,,Start,,,
,,Stop,,,0.00
2408,,Start,,,
,,Stop,,,0.00
2409,,Start,,,
,,Stop,,,0.00
2410,,Start,,,
,,Stop,,,0.00
2411,,Start,,,
,,Stop,,,0.00
2412,,Start,,,
,,Stop,,,0.00
2413,,Start,,,
,,Stop,,,0.00
2414,,Start,,,
,,Stop,,,0.00
2415,,Start,,,
,,Stop,,,0.00
2416,,Start,,,
,,Stop,,,0.00
2417,,Start,,,
,,Stop,,,0.00
2418,,Start,,,
,,Stop,,,0.00
2419,,Start,,,
,,Stop,,,0.00
2420,,Start,,,
,,Stop,,,0.00
2421,,Start,,,
,,Stop,,,0.00
2422,,Start,,,
,,Stop,,,0.00
2423,,Start,,,
,,Stop,,,0.00
2424,,Start,,,
,,Stop,,,0.00
2425,,Start,,,
,,Stop,,,0.00
2426,,Start,,,
,,Stop,,,0.00
2427,,Start,,,
,,Stop,,,0.00
2428,,Start,,,
,,Stop,,,0.00
2429,,Start,,,
,,Stop,,,0.00
2430,,Start,,,
,,Stop,,,0.00
2431,,Start,,,
,,Stop,,,0.00
2432,,Start,,,
,,Stop,,,0.00
2433,,Start,,,
,,Stop,,,0.00
2434,,Start,,,
,,Stop,,,0.00
2435,,Start,,,
,,Stop,,,0.00
2436,,Start,,,
,,Stop,,,0.00
2437,,Start,,,
,,Stop,,,0.00
2438,,Start,,,
,,Stop,,,0.00
2439,,Start,,,
,,Stop,,,0.00
2440,,Start,,,
,,Stop,,,0.00
2441,,Start,,,
,,Stop,,,0.00
2442,,Start,,,
