Trip,Date,,Latitude,Longitude,Miles
836,11/26/2018,Start,34.12030411,-117.4861298,
,11/26/2018,Stop,34.12030411,-117.4861298,0.00
837,11/26/2018,Start,34.12030411,-117.4861298,
,11/26/2018,Stop,34.06226349,-117.5243301,4.57
838,11/26/2018,Start,34.06226349,-117.5243301,
,11/26/2018,Stop,34.05868149,-117.5509415,1.54
839,11/26/2018,Start,34.05868149,-117.5509415,
,11/26/2018,Stop,34.05868149,-117.5509415,0.00
840,11/26/2018,Start,34.05868149,-117.5509415,
,11/26/2018,Stop,34.10601425,-117.5236282,3.63
841,11/26/2018,Start,34.10601425,-117.5236282,
,11/26/2018,Stop,34.12028885,-117.4857635,2.38
842,11/26/2018,Start,34.12028885,-117.4857635,
,11/28/2018,Stop,34.12028885,-117.4857635,0.00
843,11/28/2018,Start,34.12028885,-117.4857635,
,11/28/2018,Stop,34.06080246,-117.4926834,4.13
844,11/28/2018,Start,34.06080246,-117.4926834,
,11/28/2018,Stop,34.13508224,-117.6355743,9.65
845,11/28/2018,Start,34.13508224,-117.6355743,
,11/28/2018,Stop,34.15210724,-118.1379242,28.76
846,11/28/2018,Start,34.15210724,-118.1379242,
,11/28/2018,Stop,34.27359772,-118.5852127,26.91
847,11/28/2018,Start,34.27359772,-118.5852127,
,11/28/2018,Stop,34.25566101,-118.6062088,1.72
848,11/28/2018,Start,34.25566101,-118.6062088,
,11/28/2018,Stop,34.25566101,-118.6062088,0.00
849,11/28/2018,Start,34.25566101,-118.6062088,
,11/28/2018,Stop,34.27787018,-118.5006866,6.22
850,11/28/2018,Start,34.27787018,-118.5006866,
,11/28/2018,Stop,34.49748230,-118.2670898,20.19
851,11/28/2018,Start,34.49748230,-118.2670898,
,11/28/2018,Stop,34.63802719,-118.1486206,11.82
852,11/28/2018,Start,34.63802719,-118.1486206,
,11/28/2018,Stop,34.63802719,-118.1486206,0.00
853,11/28/2018,Start,34.63802719,-118.1486206,
,11/28/2018,Stop,34.55798721,-118.0850983,6.61
854,11/28/2018,Start,34.55798721,-118.0850983,
,11/28/2018,Stop,34.50637817,-117.8976059,11.25
855,11/28/2018,Start,34.50637817,-117.8976059,
,11/28/2018,Stop,34.33206558,-117.5200424,24.67
856,11/28/2018,Start,34.33206558,-117.5200424,
,11/28/2018,Stop,34.12030411,-117.485733,14.77
857,11/28/2018,Start,34.12030411,-117.485733,
,11/29/2018,Stop,34.12030411,-117.485733,0.00
858,11/29/2018,Start,34.12030411,-117.485733,
,11/29/2018,Stop,34.12718201,-117.6888428,11.63
859,11/29/2018,Start,34.12718201,-117.6888428,
,11/29/2018,Stop,33.84494019,-117.8762817,22.27
860,11/29/2018,Start,33.84494019,-117.8762817,
,11/29/2018,Stop,33.78726578,-118.0083694,8.57
861,11/29/2018,Start,33.78726578,-118.0083694,
,11/29/2018,Stop,33.78726578,-118.0083694,0.00
862,11/29/2018,Start,33.78726578,-118.0083694,
,11/29/2018,Stop,33.77852631,-117.8956451,6.50
863,11/29/2018,Start,33.77852631,-117.8956451,
,11/29/2018,Stop,33.98119354,-117.8416519,14.34
864,11/29/2018,Start,33.98119354,-117.8416519,
,11/29/2018,Stop,33.99352264,-117.8418274,0.85
865,11/29/2018,Start,33.99352264,-117.8418274,
,11/29/2018,Stop,34.13464355,-117.6285477,15.63
866,11/29/2018,Start,34.13464355,-117.6285477,
,11/29/2018,Stop,34.12029648,-117.4858627,8.22
867,11/29/2018,Start,34.12029648,-117.4858627,
,11/30/2018,Stop,34.12029648,-117.4858627,0.00
868,11/30/2018,Start,34.12029648,-117.4858627,
,11/30/2018,Stop,34.12037659,-117.7003021,12.27
869,11/30/2018,Start,34.12037659,-117.7003021,
,11/30/2018,Stop,34.14870834,-118.0369873,19.36
870,11/30/2018,Start,34.14870834,-118.0369873,
,11/30/2018,Stop,34.25620270,-118.3261414,18.12
871,11/30/2018,Start,34.25620270,-118.3261414,
,11/30/2018,Stop,34.23799515,-118.6047974,15.97
872,11/30/2018,Start,34.23799515,-118.6047974,
,11/30/2018,Stop,34.23799515,-118.6047974,0.00
873,11/30/2018,Start,34.23799515,-118.6047974,
,11/30/2018,Stop,34.26812744,-118.485611,7.12
874,11/30/2018,Start,34.26812744,-118.485611,
,11/30/2018,Stop,34.50078583,-118.2566147,20.71
875,11/30/2018,Start,34.50078583,-118.2566147,
,11/30/2018,Stop,34.63799667,-118.1486588,11.30
876,11/30/2018,Start,34.63799667,-118.1486588,
,11/30/2018,Stop,34.63799667,-118.1486588,0.00
877,11/30/2018,Start,34.63799667,-118.1486588,
,11/30/2018,Stop,34.52629089,-118.0936813,8.33
878,11/30/2018,Start,34.52629089,-118.0936813,
,11/30/2018,Stop,34.47866821,-117.7054138,22.36
879,11/30/2018,Start,34.47866821,-117.7054138,
,11/30/2018,Stop,34.24221039,-117.4329147,22.55
880,11/30/2018,Start,34.24221039,-117.4329147,
,11/30/2018,Stop,34.12029266,-117.4857788,8.95
881,11/30/2018,Start,34.12029266,-117.4857788,
,12/3/2018,Stop,34.12029266,-117.4857788,0.00
882,12/3/2018,Start,34.12029266,-117.4857788,
,12/3/2018,Stop,34.05864334,-117.5508728,5.66
883,12/3/2018,Start,34.05864334,-117.5508728,
,12/3/2018,Stop,34.05864334,-117.5508728,0.00
884,12/3/2018,Start,34.05864334,-117.5508728,
,12/3/2018,Stop,34.12136078,-117.5024185,5.15
885,12/3/2018,Start,34.12136078,-117.5024185,
,12/3/2018,Stop,34.12018204,-117.4862823,0.93
886,12/3/2018,Start,34.12018204,-117.4862823,
,12/6/2018,Stop,34.12018204,-117.4862823,0.00
887,12/6/2018,Start,34.12018204,-117.4862823,
,12/6/2018,Stop,34.12759399,-117.6883011,11.57
888,12/6/2018,Start,34.12759399,-117.6883011,
,12/6/2018,Stop,33.99834061,-117.8586731,13.23
889,12/6/2018,Start,33.99834061,-117.8586731,
,12/6/2018,Stop,34.01925659,-117.9699097,6.53
890,12/6/2018,Start,34.01925659,-117.9699097,
,12/6/2018,Stop,34.01925659,-117.9699097,0.00
891,12/6/2018,Start,34.01925659,-117.9699097,
,12/6/2018,Stop,34.00740051,-117.8256836,8.30
892,12/6/2018,Start,34.00740051,-117.8256836,
,12/6/2018,Stop,34.13640213,-117.540062,18.62
893,12/6/2018,Start,34.13640213,-117.540062,
,12/6/2018,Stop,34.12030411,-117.4860077,3.29
894,12/6/2018,Start,34.12030411,-117.4860077,
,12/6/2018,Stop,34.12030411,-117.4860077,0.00
895,12/6/2018,Start,34.12030411,-117.4860077,
,12/6/2018,Stop,34.12022018,-117.4859695,0.01
896,12/6/2018,Start,34.12022018,-117.4859695,
,12/7/2018,Stop,34.12022018,-117.4859695,0.00
897,12/7/2018,Start,34.12022018,-117.4859695,
,12/7/2018,Stop,34.05858231,-117.5508041,5.65
898,12/7/2018,Start,34.05858231,-117.5508041,
,12/7/2018,Stop,34.05858231,-117.5508041,0.00
899,12/7/2018,Start,34.05858231,-117.5508041,
,12/7/2018,Stop,34.12133408,-117.4977036,5.30
900,12/7/2018,Start,34.12133408,-117.4977036,
,12/7/2018,Stop,34.12025833,-117.4857788,0.69
901,12/7/2018,Start,34.12025833,-117.4857788,
,12/7/2018,Stop,34.12025833,-117.4857788,0.00
902,12/7/2018,Start,34.12025833,-117.4857788,
,12/7/2018,Stop,34.05884171,-117.5497513,5.61
903,12/7/2018,Start,34.05884171,-117.5497513,
,12/7/2018,Stop,34.05886078,-117.5512619,0.09
904,12/7/2018,Start,34.05886078,-117.5512619,
,12/7/2018,Stop,34.05886078,-117.5512619,0.00
905,12/7/2018,Start,34.05886078,-117.5512619,
,12/7/2018,Stop,34.12134933,-117.5052719,5.06
906,12/7/2018,Start,34.12134933,-117.5052719,
,12/7/2018,Stop,34.12020493,-117.4857635,1.12
907,12/7/2018,Start,34.12020493,-117.4857635,
,12/7/2018,Stop,34.12020493,-117.4857635,0.00
908,12/7/2018,Start,34.12020493,-117.4857635,
,12/7/2018,Stop,34.05820465,-117.5497894,5.64
909,12/7/2018,Start,34.05820465,-117.5497894,
,12/7/2018,Stop,34.05856705,-117.5509415,0.07
910,12/7/2018,Start,34.05856705,-117.5509415,
,12/7/2018,Stop,34.05856705,-117.5509415,0.00
911,12/7/2018,Start,34.05856705,-117.5509415,
,12/7/2018,Stop,34.11853409,-117.5170288,4.58
912,12/7/2018,Start,34.11853409,-117.5170288,
,12/7/2018,Stop,34.12025070,-117.4858704,1.79
913,12/7/2018,Start,34.12025070,-117.4858704,
,12/10/2018,Stop,34.12025070,-117.4858704,0.00
914,12/10/2018,Start,34.12025070,-117.4858704,
,12/10/2018,Stop,34.06272507,-117.5367126,4.93
915,12/10/2018,Start,34.06272507,-117.5367126,
,12/10/2018,Stop,34.05863571,-117.5507889,0.85
916,12/10/2018,Start,34.05863571,-117.5507889,
,12/10/2018,Stop,34.05863571,-117.5507889,0.00
917,12/10/2018,Start,34.05863571,-117.5507889,
,12/10/2018,Stop,34.12134171,-117.5051498,5.06
918,12/10/2018,Start,34.12134171,-117.5051498,
,12/10/2018,Stop,34.12028122,-117.4861984,1.09
919,12/10/2018,Start,34.12028122,-117.4861984,
,12/10/2018,Stop,34.12028122,-117.4861984,0.00
920,12/10/2018,Start,34.12028122,-117.4861984,
,12/10/2018,Stop,34.06291580,-117.4902878,3.97
921,12/10/2018,Start,34.06291580,-117.4902878,
,12/10/2018,Stop,34.05862427,-117.5509567,3.49
922,12/10/2018,Start,34.05862427,-117.5509567,
,12/10/2018,Stop,34.05862427,-117.5509567,0.00
923,12/10/2018,Start,34.05862427,-117.5509567,
,12/10/2018,Stop,34.12134552,-117.5121307,4.87
924,12/10/2018,Start,34.12134552,-117.5121307,
,12/10/2018,Stop,34.12016296,-117.4859238,1.50
925,12/10/2018,Start,34.12016296,-117.4859238,
,12/11/2018,Stop,34.12016296,-117.4859238,0.00
926,12/11/2018,Start,34.12016296,-117.4859238,
,12/11/2018,Stop,34.12023163,-117.4858856,0.01
927,12/11/2018,Start,34.12023163,-117.4858856,
,12/11/2018,Stop,34.12023163,-117.4858856,0.00
928,12/11/2018,Start,34.12023163,-117.4858856,
,12/11/2018,Stop,34.13480759,-117.6695938,10.56
929,12/11/2018,Start,34.13480759,-117.6695938,
,12/11/2018,Stop,34.12740326,-117.9171677,14.17
930,12/11/2018,Start,34.12740326,-117.9171677,
,12/11/2018,Stop,34.15413284,-118.2851105,21.13
931,12/11/2018,Start,34.15413284,-118.2851105,
,12/11/2018,Stop,34.20752716,-118.4432678,9.77
932,12/11/2018,Start,34.20752716,-118.4432678,
,12/11/2018,Stop,34.20752716,-118.4432678,0.00
933,12/11/2018,Start,34.20752716,-118.4432678,
,12/11/2018,Stop,34.16098785,-118.3811874,4.79
934,12/11/2018,Start,34.16098785,-118.3811874,
,12/11/2018,Stop,34.13009262,-117.9447327,25.05
935,12/11/2018,Start,34.13009262,-117.9447327,
,12/11/2018,Stop,34.13625336,-117.5240097,24.07
936,12/11/2018,Start,34.13625336,-117.5240097,
,12/11/2018,Stop,34.12025070,-117.4859161,2.44
937,12/11/2018,Start,34.12025070,-117.4859161,
,12/14/2018,Stop,34.12025070,-117.4859161,0.00
938,12/14/2018,Start,34.12025070,-117.4859161,
,12/14/2018,Stop,34.06125259,-117.5498657,5.48
939,12/14/2018,Start,34.06125259,-117.5498657,
,12/14/2018,Stop,34.05871582,-117.5509491,0.19
940,12/14/2018,Start,34.05871582,-117.5509491,
,12/14/2018,Stop,34.05871582,-117.5509491,0.00
941,12/14/2018,Start,34.05871582,-117.5509491,
,12/14/2018,Stop,34.12126541,-117.489418,5.58
942,12/14/2018,Start,34.12126541,-117.489418,
,12/14/2018,Stop,34.12019730,-117.4864578,0.18
943,12/14/2018,Start,34.12019730,-117.4864578,
,12/15/2018,Stop,34.12019730,-117.4864578,0.00
944,12/15/2018,Start,34.12019730,-117.4864578,
,12/15/2018,Stop,34.05890656,-117.5498734,5.58
945,12/15/2018,Start,34.05890656,-117.5498734,
,12/15/2018,Stop,34.05890656,-117.5498734,0.00
946,12/15/2018,Start,34.05890656,-117.5498734,
,12/15/2018,Stop,34.10631561,-117.5092621,4.02
947,12/15/2018,Start,34.10631561,-117.5092621,
,12/15/2018,Stop,34.12023163,-117.485817,1.65
948,12/15/2018,Start,34.12023163,-117.485817,
,12/15/2018,Stop,34.12023163,-117.485817,0.00
949,12/15/2018,Start,34.12023163,-117.485817,
,12/15/2018,Stop,34.05878830,-117.5508118,5.65
950,12/15/2018,Start,34.05878830,-117.5508118,
,12/15/2018,Stop,34.07701111,-117.5239716,1.99
951,12/15/2018,Start,34.07701111,-117.5239716,
,12/15/2018,Stop,34.12161255,-117.512146,3.16
952,12/15/2018,Start,34.12161255,-117.512146,
,12/15/2018,Stop,34.12161255,-117.512146,0.00
953,12/15/2018,Start,34.12161255,-117.512146,
,12/15/2018,Stop,34.05857849,-117.5508957,4.89
954,12/15/2018,Start,34.05857849,-117.5508957,
,12/15/2018,Stop,34.09902954,-117.5236969,3.20
955,12/15/2018,Start,34.09902954,-117.5236969,
,12/15/2018,Stop,34.12030792,-117.4863434,2.59
956,12/15/2018,Start,34.12030792,-117.4863434,
,12/17/2018,Stop,34.12030792,-117.4863434,0.00
957,12/17/2018,Start,34.12030792,-117.4863434,
,12/17/2018,Stop,34.01747131,-117.52742,7.49
958,12/17/2018,Start,34.01747131,-117.52742,
,12/17/2018,Stop,33.95793152,-117.4553146,5.83
959,12/17/2018,Start,33.95793152,-117.4553146,
,12/17/2018,Stop,33.95793152,-117.4553146,0.00
960,12/17/2018,Start,33.95793152,-117.4553146,
,12/17/2018,Stop,34.01824188,-117.5277557,5.88
961,12/17/2018,Start,34.01824188,-117.5277557,
,12/17/2018,Stop,34.12025833,-117.4850464,7.46
962,12/17/2018,Start,34.12025833,-117.4850464,
,12/19/2018,Stop,34.12025833,-117.4850464,0.00
963,12/19/2018,Start,34.12025833,-117.4850464,
,12/19/2018,Stop,34.12089920,-117.6984634,12.21
964,12/19/2018,Start,34.12089920,-117.6984634,
,12/19/2018,Stop,34.09987640,-117.9356079,13.65
965,12/19/2018,Start,34.09987640,-117.9356079,
,12/19/2018,Stop,34.09987640,-117.9356079,0.00
966,12/19/2018,Start,34.09987640,-117.9356079,
,12/19/2018,Stop,34.12004852,-117.8204803,6.73
967,12/19/2018,Start,34.12004852,-117.8204803,
,12/19/2018,Stop,34.12028885,-117.4859161,19.14
968,12/19/2018,Start,34.12028885,-117.4859161,
,12/21/2018,Stop,34.12028885,-117.4859161,0.00
969,12/21/2018,Start,34.12028885,-117.4859161,
,12/21/2018,Stop,33.98758316,-117.5494766,9.87
970,12/21/2018,Start,33.98758316,-117.5494766,
,12/21/2018,Stop,33.67383194,-117.3178329,25.44
971,12/21/2018,Start,33.67383194,-117.3178329,
,12/21/2018,Stop,33.30204773,-117.1503448,27.45
972,12/21/2018,Start,33.30204773,-117.1503448,
,12/21/2018,Stop,32.95628738,-117.1211243,23.95
973,12/21/2018,Start,32.95628738,-117.1211243,
,12/21/2018,Stop,32.90797424,-117.1904602,5.23
974,12/21/2018,Start,32.90797424,-117.1904602,
,12/21/2018,Stop,32.90797424,-117.1904602,0.00
975,12/21/2018,Start,32.90797424,-117.1904602,
,12/21/2018,Stop,32.96581268,-117.247612,5.19
976,12/21/2018,Start,32.96581268,-117.247612,
,12/21/2018,Stop,33.34747696,-117.5176773,30.66
977,12/21/2018,Start,33.34747696,-117.5176773,
,12/21/2018,Stop,33.68669891,-117.7660141,27.46
978,12/21/2018,Start,33.68669891,-117.7660141,
,12/21/2018,Stop,33.85767365,-117.864006,13.09
979,12/21/2018,Start,33.85767365,-117.864006,
,12/21/2018,Stop,33.85767365,-117.864006,0.00
980,12/21/2018,Start,33.85767365,-117.864006,
,12/21/2018,Stop,33.95581818,-117.8614349,6.78
981,12/21/2018,Start,33.95581818,-117.8614349,
,12/21/2018,Stop,34.13450623,-117.662056,16.82
982,12/21/2018,Start,34.13450623,-117.662056,
,12/21/2018,Stop,34.12036133,-117.4862518,10.10
983,12/21/2018,Start,34.12036133,-117.4862518,
,12/26/2018,Stop,34.12036133,-117.4862518,0.00
984,12/26/2018,Start,34.12036133,-117.4862518,
,12/26/2018,Stop,34.12022781,-117.7028809,12.39
985,12/26/2018,Start,34.12022781,-117.7028809,
,12/26/2018,Stop,33.97510910,-118.0798492,23.80
986,12/26/2018,Start,33.97510910,-118.0798492,
,12/26/2018,Stop,33.97348022,-118.3801117,17.21
987,12/26/2018,Start,33.97348022,-118.3801117,
,12/26/2018,Stop,33.97348022,-118.3801117,0.00
988,12/26/2018,Start,33.97348022,-118.3801117,
,12/26/2018,Stop,33.98025131,-118.3964157,1.04
989,12/26/2018,Start,33.98025131,-118.3964157,
,12/26/2018,Stop,33.98025131,-118.3964157,0.00
990,12/26/2018,Start,33.98025131,-118.3964157,
,12/26/2018,Stop,33.92791367,-118.2368164,9.84
991,12/26/2018,Start,33.92791367,-118.2368164,
,12/26/2018,Stop,34.11574554,-117.9768753,19.75
992,12/26/2018,Start,34.11574554,-117.9768753,
,12/26/2018,Stop,34.12437820,-117.4886017,27.94
993,12/26/2018,Start,34.12437820,-117.4886017,
,12/26/2018,Stop,34.12034225,-117.4863205,0.31
994,12/26/2018,Start,34.12034225,-117.4863205,
,12/27/2018,Stop,34.12034225,-117.4863205,0.00
995,12/27/2018,Start,34.12034225,-117.4863205,
,12/27/2018,Stop,33.97299957,-117.5490799,10.80
996,12/27/2018,Start,33.97299957,-117.5490799,
,12/27/2018,Stop,33.87524796,-117.5336456,6.81
997,12/27/2018,Start,33.87524796,-117.5336456,
,12/27/2018,Stop,33.87524796,-117.5336456,0.00
998,12/27/2018,Start,33.87524796,-117.5336456,
,12/27/2018,Stop,34.06715012,-117.5447159,13.28
999,12/27/2018,Start,34.06715012,-117.5447159,
,12/27/2018,Stop,34.38124084,-117.4147568,22.94
1000,12/27/2018,Start,34.38124084,-117.4147568,
,12/27/2018,Stop,34.48468018,-117.2869644,10.21
1001,12/27/2018,Start,34.48468018,-117.2869644,
,12/27/2018,Stop,34.48468018,-117.2869644,0.00
1002,12/27/2018,Start,34.48468018,-117.2869644,
,12/27/2018,Stop,34.37172318,-117.4248734,11.08
1003,12/27/2018,Start,34.37172318,-117.4248734,
,12/27/2018,Stop,34.12025070,-117.4861221,17.73
1004,12/27/2018,Start,34.12025070,-117.4861221,
,12/27/2018,Stop,34.12025070,-117.4861221,0.00
1005,12/27/2018,Start,34.12025070,-117.4861221,
,12/27/2018,Stop,34.06214523,-117.5497589,5.42
1006,12/27/2018,Start,34.06214523,-117.5497589,
,12/27/2018,Stop,34.05868912,-117.5509872,0.25
1007,12/27/2018,Start,34.05868912,-117.5509872,
,12/27/2018,Stop,34.05868912,-117.5509872,0.00
1008,12/27/2018,Start,34.05868912,-117.5509872,
,12/27/2018,Stop,34.12025833,-117.4861755,5.64
1009,12/27/2018,Start,34.12025833,-117.4861755,
,12/28/2018,Stop,34.12025833,-117.4861755,0.00
1010,12/28/2018,Start,34.12025833,-117.4861755,
,12/28/2018,Stop,34.12024307,-117.7031097,12.41
1011,12/28/2018,Start,34.12024307,-117.7031097,
,12/28/2018,Stop,34.19290543,-118.1814728,27.81
1012,12/28/2018,Start,34.19290543,-118.1814728,
,12/28/2018,Stop,34.25775146,-118.6061478,24.68
1013,12/28/2018,Start,34.25775146,-118.6061478,
,12/28/2018,Stop,34.23799515,-118.6046753,1.37
1014,12/28/2018,Start,34.23799515,-118.6046753,
,12/28/2018,Stop,34.23799515,-118.6046753,0.00
1015,12/28/2018,Start,34.23799515,-118.6046753,
,12/28/2018,Stop,34.28145218,-118.4689865,8.31
1016,12/28/2018,Start,34.28145218,-118.4689865,
,12/28/2018,Stop,34.49109268,-118.1680222,22.46
1017,12/28/2018,Start,34.49109268,-118.1680222,
,12/28/2018,Stop,34.63806152,-118.1486359,10.22
1018,12/28/2018,Start,34.63806152,-118.1486359,
,12/28/2018,Stop,34.63806152,-118.1486359,0.00
1019,12/28/2018,Start,34.63806152,-118.1486359,
,12/28/2018,Stop,34.51096344,-118.1112976,9.04
1020,12/28/2018,Start,34.51096344,-118.1112976,
,12/28/2018,Stop,34.50603485,-117.8446426,15.19
1021,12/28/2018,Start,34.50603485,-117.8446426,
,12/28/2018,Stop,34.50646591,-117.44487,22.77
1022,12/28/2018,Start,34.50646591,-117.44487,
,12/28/2018,Stop,34.48459244,-117.287117,9.11
1023,12/28/2018,Start,34.48459244,-117.287117,
,12/28/2018,Stop,34.48459244,-117.287117,0.00
1024,12/28/2018,Start,34.48459244,-117.287117,
,12/28/2018,Stop,34.40932465,-117.3941879,8.02
1025,12/28/2018,Start,34.40932465,-117.3941879,
,12/28/2018,Stop,34.13340759,-117.4885559,19.82
1026,12/28/2018,Start,34.13340759,-117.4885559,
,12/28/2018,Stop,34.12022781,-117.4858856,0.92
1027,12/28/2018,Start,34.12022781,-117.4858856,
,1/2/2019,Stop,34.12022781,-117.4858856,0.00
1028,1/2/2019,Start,34.12022781,-117.4858856,
,1/2/2019,Stop,34.04814911,-117.5044708,5.09
1029,1/2/2019,Start,34.04814911,-117.5044708,
,1/2/2019,Stop,33.95785141,-117.4552155,6.85
1030,1/2/2019,Start,33.95785141,-117.4552155,
,1/2/2019,Stop,33.95785141,-117.4552155,0.00
1031,1/2/2019,Start,33.95785141,-117.4552155,
,1/2/2019,Stop,33.99458694,-117.4829102,2.99
1032,1/2/2019,Start,33.99458694,-117.4829102,
,1/2/2019,Stop,34.10913849,-117.4884949,7.92
1033,1/2/2019,Start,34.10913849,-117.4884949,
,1/2/2019,Stop,34.12026596,-117.4850769,0.79
1034,1/2/2019,Start,34.12026596,-117.4850769,
,1/2/2019,Stop,34.12026596,-117.4850769,0.00
1035,,Start,,,
,,Stop,,,0.00
1036,,Start,,,
,,Stop,,,0.00
1037,,Start,,,
,,Stop,,,0.00
1038,,Start,,,
,,Stop,,,0.00
1039,,Start,,,
,,Stop,,,0.00
1040,,Start,,,
,,Stop,,,0.00
1041,,Start,,,
,,Stop,,,0.00
1042,,Start,,,
,,Stop,,,0.00
1043,,Start,,,
,,Stop,,,0.00
1044,,Start,,,
,,Stop,,,0.00
1045,,Start,,,
,,Stop,,,0.00
1046,,Start,,,
,,Stop,,,0.00
1047,,Start,,,
,,Stop,,,0.00
1048,,Start,,,
,,Stop,,,0.00
1049,,Start,,,
,,Stop,,,0.00
1050,,Start,,,
,,Stop,,,0.00
1051,,Start,,,
,,Stop,,,0.00
1052,,Start,,,
,,Stop,,,0.00
1053,,Start,,,
,,Stop,,,0.00
1054,,Start,,,
,,Stop,,,0.00
1055,,Start,,,
,,Stop,,,0.00
1056,,Start,,,
,,Stop,,,0.00
1057,,Start,,,
,,Stop,,,0.00
1058,,Start,,,
,,Stop,,,0.00
1059,,Start,,,
,,Stop,,,0.00
1060,,Start,,,
,,Stop,,,0.00
1061,,Start,,,
,,Stop,,,0.00
1062,,Start,,,
,,Stop,,,0.00
1063,,Start,,,
,,Stop,,,0.00
1064,,Start,,,
,,Stop,,,0.00
1065,,Start,,,
,,Stop,,,0.00
1066,,Start,,,
,,Stop,,,0.00
1067,,Start,,,
,,Stop,,,0.00
1068,,Start,,,
,,Stop,,,0.00
1069,,Start,,,
,,Stop,,,0.00
1070,,Start,,,
,,Stop,,,0.00
1071,,Start,,,
,,Stop,,,0.00
1072,,Start,,,
,,Stop,,,0.00
1073,,Start,,,
,,Stop,,,0.00
1074,,Start,,,
,,Stop,,,0.00
1075,,Start,,,
,,Stop,,,0.00
1076,,Start,,,
,,Stop,,,0.00
1077,,Start,,,
,,Stop,,,0.00
1078,,Start,,,
,,Stop,,,0.00
1079,,Start,,,
,,Stop,,,0.00
1080,,Start,,,
,,Stop,,,0.00
1081,,Start,,,
,,Stop,,,0.00
1082,,Start,,,
,,Stop,,,0.00
1083,,Start,,,
,,Stop,,,0.00
1084,,Start,,,
,,Stop,,,0.00
1085,,Start,,,
,,Stop,,,0.00
1086,,Start,,,
,,Stop,,,0.00
1087,,Start,,,
,,Stop,,,0.00
1088,,Start,,,
,,Stop,,,0.00
1089,,Start,,,
,,Stop,,,0.00
1090,,Start,,,
,,Stop,,,0.00
1091,,Start,,,
,,Stop,,,0.00
1092,,Start,,,
,,Stop,,,0.00
1093,,Start,,,
,,Stop,,,0.00
1094,,Start,,,
,,Stop,,,0.00
1095,,Start,,,
,,Stop,,,0.00
1096,,Start,,,
,,Stop,,,0.00
1097,,Start,,,
,,Stop,,,0.00
1098,,Start,,,
,,Stop,,,0.00
1099,,Start,,,
,,Stop,,,0.00
1100,,Start,,,
,,Stop,,,0.00
1101,,Start,,,
,,Stop,,,0.00
1102,,Start,,,
,,Stop,,,0.00
1103,,Start,,,
,,Stop,,,0.00
1104,,Start,,,
,,Stop,,,0.00
1105,,Start,,,
,,Stop,,,0.00
1106,,Start,,,
,,Stop,,,0.00
1107,,Start,,,
,,Stop,,,0.00
1108,,Start,,,
,,Stop,,,0.00
1109,,Start,,,
,,Stop,,,0.00
1110,,Start,,,
,,Stop,,,0.00
1111,,Start,,,
,,Stop,,,0.00
1112,,Start,,,
,,Stop,,,0.00
1113,,Start,,,
,,Stop,,,0.00
1114,,Start,,,
,,Stop,,,0.00
1115,,Start,,,
,,Stop,,,0.00
1116,,Start,,,
,,Stop,,,0.00
1117,,Start,,,
,,Stop,,,0.00
1118,,Start,,,
,,Stop,,,0.00
1119,,Start,,,
,,Stop,,,0.00
1120,,Start,,,
,,Stop,,,0.00
1121,,Start,,,
,,Stop,,,0.00
1122,,Start,,,
,,Stop,,,0.00
1123,,Start,,,
,,Stop,,,0.00
1124,,Start,,,
,,Stop,,,0.00
1125,,Start,,,
,,Stop,,,0.00
1126,,Start,,,
,,Stop,,,0.00
1127,,Start,,,
,,Stop,,,0.00
1128,,Start,,,
,,Stop,,,0.00
1129,,Start,,,
,,Stop,,,0.00
1130,,Start,,,
,,Stop,,,0.00
1131,,Start,,,
,,Stop,,,0.00
1132,,Start,,,
,,Stop,,,0.00
1133,,Start,,,
,,Stop,,,0.00
1134,,Start,,,
,,Stop,,,0.00
1135,,Start,,,
,,Stop,,,0.00
1136,,Start,,,
,,Stop,,,0.00
1137,,Start,,,
,,Stop,,,0.00
1138,,Start,,,
,,Stop,,,0.00
1139,,Start,,,
,,Stop,,,0.00
1140,,Start,,,
,,Stop,,,0.00
1141,,Start,,,
,,Stop,,,0.00
1142,,Start,,,
,,Stop,,,0.00
1143,,Start,,,
,,Stop,,,0.00
1144,,Start,,,
,,Stop,,,0.00
1145,,Start,,,
,,Stop,,,0.00
1146,,Start,,,
,,Stop,,,0.00
1147,,Start,,,
,,Stop,,,0.00
1148,,Start,,,
,,Stop,,,0.00
1149,,Start,,,
,,Stop,,,0.00
1150,,Start,,,
,,Stop,,,0.00
1151,,Start,,,
,,Stop,,,0.00
1152,,Start,,,
,,Stop,,,0.00
1153,,Start,,,
,,Stop,,,0.00
1154,,Start,,,
,,Stop,,,0.00
1155,,Start,,,
,,Stop,,,0.00
1156,,Start,,,
,,Stop,,,0.00
1157,,Start,,,
,,Stop,,,0.00
1158,,Start,,,
,,Stop,,,0.00
1159,,Start,,,
,,Stop,,,0.00
1160,,Start,,,
,,Stop,,,0.00
1161,,Start,,,
,,Stop,,,0.00
1162,,Start,,,
,,Stop,,,0.00
1163,,Start,,,
,,Stop,,,0.00
1164,,Start,,,
,,Stop,,,0.00
1165,,Start,,,
,,Stop,,,0.00
1166,,Start,,,
,,Stop,,,0.00
1167,,Start,,,
,,Stop,,,0.00
1168,,Start,,,
,,Stop,,,0.00
1169,,Start,,,
,,Stop,,,0.00
1170,,Start,,,
,,Stop,,,0.00
1171,,Start,,,
,,Stop,,,0.00
1172,,Start,,,
